,action_error,state_error
0,0.005698703566531861,0.15760261572627335
1,0.014644667267926455,0.10590505073220538
2,0.003282293028501024,0.2547300000520129
3,0.016879058506163263,0.050714286984914744
4,0.036935252266250315,0.12053032388902209
5,0.021504236931137195,0.014386465219710898
6,0.04053045152240346,0.02035034333553677
7,0.02882158662517136,0.15575943667484327
8,0.02656695699997218,0.16937865819395892
9,0.01092118706024664,0.3473380024976348
