,train_loss
142,13.381053924560547
143,11.122664451599121
144,7.648548126220703
145,12.370628356933594
146,13.350665092468262
147,11.88496208190918
148,6.161122798919678
149,11.499072074890137
150,11.983383178710938
151,10.279237747192383
152,15.587451934814453
153,17.528627395629883
154,6.95910120010376
155,6.39547061920166
156,12.7140474319458
157,12.346259117126465
158,7.490856170654297
159,6.291286468505859
160,16.56537628173828
161,11.752500534057617
162,10.771465301513672
163,8.329962730407715
164,6.988883972167969
165,10.992058753967285
166,7.195713520050049
167,13.080550193786621
168,7.851677417755127
169,11.594497680664062
170,8.19672966003418
171,11.13105297088623
172,13.723756790161133
173,4.785539627075195
174,7.182934761047363
175,4.042056083679199
176,18.885047912597656
177,17.406028747558594
178,16.180858612060547
179,11.26400375366211
180,9.91263198852539
181,12.425748825073242
182,12.924882888793945
183,9.178287506103516
184,6.455546855926514
185,8.29990005493164
186,7.154390811920166
187,8.229940414428711
188,6.316516876220703
189,3.5904202461242676
190,8.656940460205078
191,5.082131385803223
192,8.03014087677002
193,11.200258255004883
194,4.0519561767578125
195,13.949567794799805
196,4.353774547576904
197,6.305806636810303
198,4.33344841003418
199,9.030250549316406
200,8.308821678161621
201,12.290019989013672
202,7.9004011154174805
203,2.3324215412139893
204,8.157075881958008
205,8.196523666381836
206,6.810818195343018
207,4.998495101928711
208,3.0536534786224365
209,14.558698654174805
210,7.079646110534668
211,8.831857681274414
212,5.486098289489746
213,8.291624069213867
214,2.9012866020202637
215,8.22043228149414
216,8.832315444946289
217,5.6058502197265625
218,5.088944435119629
219,5.709824562072754
220,3.1159560680389404
221,6.4663777351379395
222,5.2359619140625
223,5.1988420486450195
224,4.52131986618042
225,7.306166648864746
226,5.682560443878174
227,4.320949554443359
228,6.5442986488342285
229,8.074525833129883
230,4.07248067855835
231,3.348012685775757
232,2.837648630142212
233,6.225975036621094
234,4.440155982971191
235,2.6299195289611816
236,4.458473205566406
237,5.044437885284424
238,9.839190483093262
239,2.147519588470459
240,3.8893239498138428
241,2.8672733306884766
242,2.875429153442383
243,5.042716979980469
244,4.626114368438721
245,2.1579055786132812
246,3.0118660926818848
247,3.399726152420044
248,1.6342042684555054
249,7.284940242767334
250,3.536095142364502
251,7.351377487182617
252,4.459050178527832
253,6.633077621459961
254,3.995198965072632
255,2.7226614952087402
256,1.1442089080810547
257,5.59395170211792
258,2.6723570823669434
259,3.7644193172454834
260,1.9106504917144775
261,1.9750325679779053
262,4.89982795715332
263,1.3944048881530762
264,3.7689952850341797
265,4.153757095336914
266,2.189192056655884
267,2.3169517517089844
268,3.403285503387451
269,3.127777338027954
270,4.730255126953125
271,2.2042152881622314
272,1.4520535469055176
273,4.500690460205078
274,4.789646148681641
275,4.368099689483643
276,3.914126396179199
277,1.8214094638824463
278,3.516415596008301
279,5.206289291381836
280,0.9339827299118042
281,4.841063022613525
282,1.9404489994049072
283,2.592165946960449
284,1.4773156642913818
285,0.09423552453517914
286,1.3495053052902222
287,2.482274293899536
288,3.893622875213623
289,1.679581642150879
290,0.9529343843460083
291,2.8902971744537354
292,3.6182374954223633
293,1.9751681089401245
294,1.4311150312423706
295,2.816448211669922
296,3.459721088409424
297,0.671105146408081
298,0.6161231398582458
299,3.262523651123047
300,2.458813428878784
301,2.638371467590332
302,1.775479793548584
303,1.1974520683288574
304,0.865492582321167
305,4.2723917961120605
306,3.3142316341400146
307,3.0154507160186768
308,0.8630549907684326
309,2.1762638092041016
310,1.344477653503418
311,2.919711112976074
312,2.477179527282715
313,5.325910568237305
314,2.0503411293029785
315,2.5968809127807617
316,1.2993139028549194
317,0.9743970632553101
318,2.565182685852051
319,1.992435097694397
320,2.8912971019744873
321,3.0093438625335693
322,1.7154613733291626
323,2.676267623901367
324,0.8958791494369507
325,1.146759271621704
326,1.895835518836975
327,1.1317987442016602
328,3.0887362957000732
329,1.788815975189209
330,3.192319393157959
331,2.1960091590881348
332,2.419909954071045
333,1.3462327718734741
334,2.4867310523986816
335,1.936990737915039
336,1.2382601499557495
337,1.0622155666351318
338,1.6057016849517822
339,2.5519442558288574
340,1.3141906261444092
341,0.6628982424736023
342,1.3319675922393799
343,1.3103406429290771
344,0.9839882254600525
345,1.5811026096343994
346,1.8886805772781372
347,1.414088487625122
348,0.7835361957550049
349,0.614118218421936
350,1.8294317722320557
351,1.7338085174560547
352,2.6691818237304688
353,1.2038326263427734
354,2.156541347503662
355,1.1341311931610107
356,1.7546230554580688
357,2.048604965209961
358,1.243035078048706
359,1.2953130006790161
360,1.0765371322631836
361,1.3159923553466797
362,0.7745569944381714
363,1.5531094074249268
364,1.0577101707458496
365,1.796032190322876
366,0.4227074384689331
367,1.6257983446121216
368,1.75901198387146
369,1.3294142484664917
370,1.1953303813934326
371,1.5285921096801758
372,1.645751953125
373,1.3309658765792847
374,1.6054768562316895
375,0.6996225714683533
376,1.8718260526657104
377,1.733885645866394
378,1.0368499755859375
379,0.3179004192352295
380,1.038651704788208
381,0.8817445039749146
382,0.9267979860305786
383,1.3446990251541138
384,1.4336235523223877
385,1.4256126880645752
386,1.2221873998641968
387,0.26862114667892456
388,2.696906089782715
389,1.1852123737335205
390,1.2921123504638672
391,1.4599851369857788
392,0.6590293645858765
393,0.7351006269454956
394,0.26573580503463745
395,0.805504560470581
396,1.0303490161895752
397,1.7220032215118408
398,1.7392511367797852
399,1.7486474514007568
400,0.5113840103149414
401,1.3520903587341309
402,1.191291332244873
403,2.0324888229370117
404,1.8007724285125732
405,1.1573697328567505
406,1.2745203971862793
407,0.17833244800567627
408,0.8070603609085083
409,1.502974510192871
410,0.7389652729034424
411,1.230914831161499
412,1.6149064302444458
413,0.47189322113990784
414,1.6264004707336426
415,0.8035037517547607
416,0.8771695494651794
417,0.3882027268409729
418,1.6794028282165527
419,1.1347618103027344
420,1.1421599388122559
421,0.6474093198776245
422,0.9909195899963379
423,0.38835805654525757
424,0.5320844650268555
425,1.1208643913269043
426,0.4037274718284607
427,-0.0185101181268692
428,1.0425167083740234
429,1.5213701725006104
430,0.9025791883468628
431,1.058808445930481
432,0.8225380182266235
433,0.6948364973068237
434,0.482450395822525
435,0.29424792528152466
436,0.9519818425178528
437,0.8252384662628174
438,1.2229148149490356
439,1.2650730609893799
440,1.2000463008880615
441,0.290763258934021
442,1.5496615171432495
443,0.640831470489502
444,1.0466663837432861
445,1.0264556407928467
446,0.787071943283081
447,0.285793274641037
448,0.4364434778690338
449,1.1302036046981812
450,1.113815188407898
451,0.6502790451049805
452,0.7562302350997925
453,0.6947799921035767
454,0.9368027448654175
455,1.026963710784912
456,1.6662577390670776
457,0.3090704083442688
458,0.6913247108459473
459,0.7320989966392517
460,0.9792267680168152
461,0.9455441236495972
462,1.5275025367736816
463,-0.03133964538574219
464,0.47608962655067444
465,0.7844050526618958
466,0.4966689348220825
467,0.9876192212104797
468,0.277149498462677
469,0.33369624614715576
470,1.2747594118118286
471,1.129686951637268
472,0.6110094785690308
473,1.5122712850570679
474,1.7350298166275024
475,0.4517780542373657
476,1.1768345832824707
477,0.6656685471534729
478,1.0886240005493164
479,0.7447405457496643
480,1.3577877283096313
481,0.32434892654418945
482,0.7142305374145508
483,0.8176367282867432
484,0.8584264516830444
485,0.8856078386306763
486,1.1397771835327148
487,0.7032840251922607
488,0.3006495237350464
489,0.9456577301025391
490,0.164369136095047
491,0.673438549041748
492,-0.15668880939483643
493,1.201996088027954
494,0.40011852979660034
495,0.3561866283416748
496,0.6594160199165344
497,0.7304971218109131
498,0.1327783763408661
499,0.7622683048248291
500,0.5044377446174622
501,0.11434969305992126
502,0.49756550788879395
503,0.692861795425415
504,0.7954390645027161
505,0.7136296629905701
506,0.641106367111206
507,0.6815192699432373
508,0.5508999824523926
509,1.3910073041915894
510,0.5437867045402527
511,0.22713586688041687
512,0.7597578763961792
513,0.7698625326156616
514,1.5661755800247192
515,0.6337746381759644
516,0.6417092084884644
517,-0.10759752988815308
518,1.145174503326416
519,0.333604097366333
520,0.33933237195014954
521,-0.04614934325218201
522,0.8467308878898621
523,0.3597378730773926
524,0.7807088494300842
525,0.8862742781639099
526,0.8200716376304626
527,1.215633511543274
528,0.6001529693603516
529,0.3593849837779999
530,0.418239951133728
531,0.8032993674278259
532,0.5590800046920776
533,0.5823370218276978
534,-0.042139843106269836
535,0.5181058049201965
536,0.3412254750728607
537,0.4142143130302429
538,0.11821302771568298
539,0.46936264634132385
540,0.6066558361053467
541,0.599673867225647
542,1.0905280113220215
543,0.3031870722770691
544,0.7726316452026367
545,0.24191980063915253
546,0.5993533730506897
547,0.872168779373169
548,0.33273184299468994
549,0.8629266619682312
550,0.7577875852584839
551,1.1596773862838745
552,1.3501267433166504
553,0.6068873405456543
554,0.4261597990989685
555,0.2609718143939972
556,0.146092489361763
557,0.13905709981918335
558,0.5992632508277893
559,-0.05405648052692413
560,0.33786970376968384
561,0.10907742381095886
562,0.5478941202163696
563,1.0905046463012695
564,0.6180717349052429
565,0.3383379578590393
566,0.9460314512252808
567,0.8257769346237183
568,0.3395356237888336
569,-0.2196720838546753
570,0.16936171054840088
571,0.1572176069021225
572,0.9687449932098389
573,0.052024394273757935
574,0.2567859888076782
575,0.6562793254852295
576,-0.07078182697296143
577,-0.09936164319515228
578,-0.005955696105957031
579,0.4435906410217285
580,0.60374915599823
581,0.2684694826602936
582,0.23085084557533264
583,0.15469469130039215
584,0.4392320513725281
585,0.3703477382659912
586,0.6521127223968506
587,0.48959028720855713
588,-0.03549964725971222
589,0.26959073543548584
590,0.30444714426994324
591,0.2149103581905365
592,-0.2554619312286377
593,0.5591500997543335
594,0.4418914020061493
595,0.4507642984390259
596,0.0004098266363143921
597,0.7869753837585449
598,0.589509904384613
599,-0.1512371003627777
600,0.6681469082832336
601,0.7439674139022827
602,0.06024631857872009
603,1.353937029838562
604,0.09537464380264282
605,0.30760449171066284
606,0.4500907361507416
607,0.6230816841125488
608,0.4448832869529724
609,0.37760382890701294
610,0.278792142868042
611,0.08062060177326202
612,0.28855323791503906
613,0.3157103657722473
614,-0.11493009328842163
615,-0.09960490465164185
616,0.5874702334403992
617,0.8974519968032837
618,0.3282819092273712
619,0.30452245473861694
620,0.17720729112625122
621,0.39728066325187683
622,-0.24508416652679443
623,0.01098090410232544
624,-0.24520635604858398
625,0.03126516938209534
626,-0.09286737442016602
627,-0.6426868438720703
628,-0.02664940059185028
629,0.26996147632598877
630,0.20440496504306793
631,0.25165802240371704
632,0.20602679252624512
633,-0.3571912944316864
634,-0.08282029628753662
635,0.6141312122344971
636,-0.11652504652738571
637,0.2764444947242737
638,-0.14913219213485718
639,0.06548675149679184
640,0.027708575129508972
641,-0.012150704860687256
642,0.4721076488494873
643,-0.05382520705461502
644,0.15343931317329407
645,0.3971382975578308
646,0.1543819010257721
647,-0.3093392252922058
648,0.412962943315506
649,0.5853009819984436
650,0.027141600847244263
651,-0.04506020247936249
652,-0.37693315744400024
653,-0.23447027802467346
654,0.20912671089172363
655,-0.33485299348831177
656,0.05492761731147766
657,-0.25609636306762695
658,-0.16283193230628967
659,0.27360886335372925
660,0.3696017861366272
661,-0.04328170418739319
662,-0.09376291930675507
663,0.408731609582901
664,-0.07876025140285492
665,-0.0937345027923584
666,0.4112485647201538
667,0.9896841049194336
668,0.33029037714004517
669,-0.04667356610298157
670,0.23564672470092773
671,0.6532318592071533
672,0.18140147626399994
673,0.06894928216934204
674,0.09552308917045593
675,-0.036201879382133484
676,0.2660289704799652
677,-0.27015846967697144
678,0.005922853946685791
679,0.26258978247642517
680,0.2800687551498413
681,0.22230274975299835
682,0.17875532805919647
683,-0.1750691831111908
684,-0.20507150888442993
685,0.05433107912540436
686,-0.161672443151474
687,-0.1507568359375
688,0.3951103389263153
689,0.18176382780075073
690,-0.23448732495307922
691,0.24487751722335815
692,-0.3282910883426666
693,0.15996459126472473
694,-0.01798689365386963
695,-0.4416693150997162
696,-0.24505209922790527
697,0.3106166422367096
698,0.04837730526924133
699,-0.6612802743911743
700,-0.13985705375671387
701,0.4414806663990021
702,-0.10342386364936829
703,-0.023647397756576538
704,-0.011940442025661469
705,0.10871851444244385
706,-0.12780572474002838
707,0.03895682096481323
708,-0.390009343624115
709,-0.017432689666748047
710,-0.18085020780563354
711,-0.2481761872768402
712,-0.2766236662864685
713,0.0683932900428772
714,-0.08194699883460999
715,-0.26113051176071167
716,-0.36637985706329346
717,-0.45692870020866394
718,-0.4425080120563507
719,0.2078288495540619
720,-0.14579901099205017
721,-0.2705005407333374
722,0.09598648548126221
723,0.12993720173835754
724,-0.5484238862991333
725,-0.23111069202423096
726,-0.2727883458137512
727,-0.11441482603549957
728,-0.28634709119796753
729,0.009203910827636719
730,-0.6321441531181335
731,-0.05825421214103699
732,0.10794615745544434
733,-0.49815887212753296
734,-0.40941014885902405
735,-0.32563066482543945
736,-0.3130559027194977
737,-0.13315123319625854
738,-0.26824527978897095
739,-0.033554285764694214
740,-0.1337643265724182
741,-0.3796498775482178
742,0.14715802669525146
743,-0.1981343924999237
744,0.013591796159744263
745,-0.4579980969429016
746,-0.5334981679916382
747,0.4510418772697449
748,-0.47677627205848694
749,-0.3726973235607147
750,-0.4811996817588806
751,-0.05245945602655411
752,-0.21806645393371582
753,-0.5786299705505371
754,-0.18193349242210388
755,-0.319046288728714
756,-0.4587627053260803
757,0.03721761703491211
758,-0.15715786814689636
759,0.1593005359172821
760,-0.056911662220954895
761,-0.24928143620491028
762,-0.04709234833717346
763,0.04037272930145264
764,-0.08198025822639465
765,-0.10957935452461243
766,-0.2374364137649536
767,0.25196748971939087
768,-0.2985733151435852
769,-0.4153826832771301
770,-0.24670812487602234
771,-0.3008590340614319
772,-0.26306623220443726
773,-0.6763186454772949
774,-0.5479429960250854
775,-0.24495238065719604
776,-0.368534654378891
777,-0.49409961700439453
778,-0.20106983184814453
779,0.2555634379386902
780,-0.43435314297676086
781,-0.5534582138061523
782,-0.6043378114700317
783,0.04714161157608032
784,-0.5965216159820557
785,-0.4928992986679077
786,-0.7059237957000732
787,-0.5408191680908203
788,0.020198047161102295
789,-0.26901715993881226
790,-0.3882055878639221
791,-0.3450402617454529
792,-0.6465367674827576
793,0.22204530239105225
794,-0.2828506529331207
795,0.10521109402179718
796,-0.03277242183685303
797,-0.1515907645225525
798,-0.24617499113082886
799,-0.23854026198387146
800,-0.07489453256130219
801,-0.5608472228050232
802,-0.5113556981086731
803,-0.2339501976966858
804,-0.6109227538108826
805,-0.188560351729393
806,-0.8439662456512451
807,-0.25675153732299805
808,-0.3287212550640106
809,0.06879431009292603
810,-0.3984796404838562
811,-0.515052855014801
812,-0.4287616014480591
813,-0.506385087966919
814,-0.26348957419395447
815,-0.9612805843353271
816,-0.8242124915122986
817,-0.8110711574554443
818,-0.5303282737731934
819,-0.7251646518707275
820,-0.46929731965065
821,-0.3179156184196472
822,-0.6789426207542419
823,-0.7770694494247437
824,-0.6317785978317261
825,-0.499009370803833
826,-0.7695141434669495
827,-0.49258118867874146
828,-0.7960432171821594
829,-0.512458086013794
830,-0.24351578950881958
831,-0.15299983322620392
832,-0.5307994484901428
833,-0.9277471899986267
834,-0.44644737243652344
835,-0.4171198606491089
836,-0.9088524580001831
837,-1.0310734510421753
838,-0.5587752461433411
839,-0.8780572414398193
840,-0.8202787637710571
841,-0.41273820400238037
842,-0.9715880751609802
843,-0.5898613929748535
844,-0.4384593963623047
845,-0.6677305698394775
846,-0.7599617838859558
847,-0.5379896759986877
848,-0.6583003401756287
849,-0.7152067422866821
850,-0.7186659574508667
851,-0.5562569499015808
852,-0.9326630234718323
853,-0.246715247631073
854,-0.585795521736145
855,-0.8399601578712463
856,-0.07213076949119568
857,-0.9083470702171326
858,-0.7600067257881165
859,-0.5242757201194763
860,-0.49996888637542725
861,-0.7899490594863892
862,-0.3862641155719757
863,-0.3338657021522522
864,-0.27392423152923584
865,-0.25122585892677307
866,-0.4331064224243164
867,-0.6867709755897522
868,-0.5154922008514404
869,-0.9041967391967773
870,-0.7319714426994324
871,-0.9083656072616577
872,-0.6272289156913757
873,-1.0126516819000244
874,-0.8223270177841187
875,-0.9081609845161438
876,-0.3368660509586334
877,-0.6221755146980286
878,-0.6027185320854187
879,-0.631044864654541
880,-0.6951538324356079
881,-0.9562932252883911
882,-1.0308963060379028
883,-0.8837459087371826
884,-0.5375292301177979
885,-0.622724175453186
886,-0.44070786237716675
887,-0.926487386226654
888,-1.0673342943191528
889,-0.3288574814796448
890,-0.5212990045547485
891,-0.9149996638298035
892,-0.3398192524909973
893,-0.977798342704773
894,-0.7240062952041626
895,-0.603553056716919
896,-0.6443286538124084
897,-0.8902987241744995
898,-0.9953147768974304
899,-0.7617571949958801
900,-0.7438046932220459
901,-0.9880079627037048
902,-0.8505160808563232
903,-0.3531181216239929
904,-0.9134909510612488
905,-0.8411104083061218
906,-0.9330292344093323
907,-1.1741281747817993
908,-0.8568633794784546
909,-1.0183295011520386
910,-0.8641151785850525
911,-0.6960740089416504
912,-0.6555290222167969
913,-0.9294314384460449
914,-0.7274354696273804
915,-0.7794149518013
916,-0.7028876543045044
917,-0.768711268901825
918,-1.0092687606811523
919,-0.89567631483078
920,-0.5671350955963135
921,-0.8615961074829102
922,-0.8578097224235535
923,-0.5424730181694031
924,-0.770408570766449
925,-0.7766156792640686
926,-0.6870648264884949
927,-0.8271955251693726
928,-0.6832837462425232
929,-0.921812891960144
930,-0.4199899733066559
931,-0.620216965675354
932,-0.6860224008560181
933,-0.8354721069335938
934,-0.9397931098937988
935,-0.6454330086708069
936,-0.7729100584983826
937,-0.7308027744293213
938,-0.9060115814208984
939,-0.7654549479484558
940,-0.846214771270752
941,-0.6187648773193359
942,-1.0257927179336548
943,-0.6903638243675232
944,-0.6765819191932678
945,-0.9419714212417603
946,-0.7782571315765381
947,-0.7678108215332031
948,-0.6107221245765686
949,-0.5837415456771851
950,-0.8970975279808044
951,-0.9523664712905884
952,-0.8470382690429688
953,-0.8870818018913269
954,-0.9794543385505676
955,-1.0686225891113281
956,-1.026735544204712
957,-0.5586962699890137
958,-0.7599939107894897
959,-0.7564842700958252
960,-1.1307547092437744
961,-1.0319414138793945
962,-1.1082043647766113
963,-0.878933846950531
964,-1.1463128328323364
965,-1.1084293127059937
966,-1.048447608947754
967,-0.8418655395507812
968,-0.8763880133628845
969,-1.0629299879074097
970,-0.6939805150032043
971,-0.8259993195533752
972,-1.1590373516082764
973,-1.0428705215454102
974,-0.8847684860229492
975,-0.993710994720459
976,-1.009278416633606
977,-1.2661020755767822
978,-1.124889612197876
979,-1.064723253250122
980,-0.9089323282241821
981,-1.0733230113983154
982,-0.6526936292648315
983,-1.0119290351867676
984,-1.2249521017074585
985,-1.182218074798584
986,-1.052558422088623
987,-1.1590850353240967
988,-1.1225004196166992
989,-1.0599966049194336
990,-1.2207871675491333
991,-1.2137795686721802
992,-1.1204787492752075
993,-0.9854182600975037
994,-1.191684603691101
995,-1.0198792219161987
996,-1.3137813806533813
997,-1.2541532516479492
998,-1.21371328830719
999,-0.9786592721939087
1000,-1.066009283065796
1001,-0.9602422714233398
1002,-1.1638790369033813
1003,-1.100842833518982
1004,-1.0213731527328491
1005,-1.0480499267578125
1006,-1.0605155229568481
1007,-1.1669601202011108
1008,-0.9294700622558594
1009,-1.1997566223144531
1010,-1.2739441394805908
1011,-1.1299487352371216
1012,-1.0862534046173096
1013,-1.0146028995513916
1014,-0.857685923576355
1015,-1.2676013708114624
1016,-1.263115644454956
1017,-1.4684898853302002
1018,-1.1352663040161133
1019,-1.1656498908996582
1020,-1.2672080993652344
1021,-1.198867678642273
1022,-0.8818876147270203
1023,-1.4374186992645264
1024,-1.0448660850524902
1025,-0.9657599329948425
1026,-1.16629159450531
1027,-1.0093414783477783
1028,-1.4200947284698486
1029,-1.1422889232635498
1030,-1.290202260017395
1031,-1.1702425479888916
1032,-1.4442520141601562
1033,-1.1991122961044312
1034,-1.1243867874145508
1035,-1.241741418838501
1036,-1.3004984855651855
1037,-1.1880439519882202
1038,-1.2038060426712036
1039,-1.031052589416504
1040,-1.224003791809082
1041,-1.2067838907241821
1042,-1.0569089651107788
1043,-1.0671114921569824
1044,-1.389420747756958
1045,-1.3480639457702637
1046,-1.0575811862945557
1047,-1.1947405338287354
1048,-1.1302709579467773
1049,-1.1965909004211426
1050,-0.9118189215660095
1051,-1.1937335729599
1052,-1.2047879695892334
1053,-1.340193748474121
1054,-1.309197187423706
1055,-1.3184653520584106
1056,-1.4044865369796753
1057,-1.268388032913208
1058,-1.1337463855743408
1059,-1.2529842853546143
1060,-1.2086951732635498
1061,-1.506696105003357
1062,-0.980539858341217
1063,-1.4508485794067383
1064,-1.3380894660949707
1065,-1.3655083179473877
1066,-1.3760052919387817
1067,-1.3529021739959717
1068,-1.4240977764129639
1069,-1.3901851177215576
1070,-1.4419530630111694
1071,-1.2548582553863525
1072,-1.2117115259170532
1073,-1.4072561264038086
1074,-1.2012401819229126
1075,-1.4641292095184326
1076,-1.2379255294799805
1077,-1.119753122329712
1078,-1.4539817571640015
1079,-1.152047872543335
1080,-1.2965528964996338
1081,-1.2744576930999756
1082,-1.2425260543823242
1083,-1.16999351978302
1084,-1.1253161430358887
1085,-1.306145191192627
1086,-1.2033451795578003
1087,-1.2052595615386963
1088,-1.2223100662231445
1089,-1.461430311203003
1090,-1.2106943130493164
1091,-1.3241323232650757
1092,-1.0274652242660522
1093,-1.3427104949951172
1094,-1.3492413759231567
1095,-1.3366607427597046
1096,-1.4229810237884521
1097,-1.479854702949524
1098,-0.7953101396560669
1099,-1.4089494943618774
1100,-1.2560030221939087
1101,-1.263804316520691
1102,-1.383171558380127
1103,-1.3373863697052002
1104,-1.1817625761032104
1105,-1.3596512079238892
1106,-1.5036349296569824
1107,-1.2821905612945557
1108,-1.4162760972976685
1109,-1.2625969648361206
1110,-1.3770875930786133
1111,-1.5346295833587646
1112,-1.1965492963790894
1113,-1.2858431339263916
1114,-1.2228518724441528
1115,-1.4177260398864746
1116,-1.4107972383499146
1117,-1.5161292552947998
1118,-1.2062098979949951
1119,-1.5518771409988403
1120,-1.6151680946350098
1121,-1.5892736911773682
1122,-1.5000660419464111
1123,-1.3170361518859863
1124,-1.6665422916412354
1125,-1.482073187828064
1126,-1.3517168760299683
1127,-1.4108785390853882
1128,-1.3120396137237549
1129,-1.449289083480835
1130,-1.4531893730163574
1131,-1.4825907945632935
1132,-1.3616701364517212
1133,-1.8348320722579956
1134,-1.2324298620224
1135,-1.4774444103240967
1136,-1.3633666038513184
1137,-1.2113933563232422
1138,-1.5563511848449707
1139,-1.3990886211395264
1140,-1.599329948425293
1141,-1.4386906623840332
1142,-1.4723631143569946
1143,-1.432910680770874
1144,-1.6280879974365234
1145,-1.484519600868225
1146,-1.4348856210708618
1147,-1.4595577716827393
1148,-1.4816052913665771
1149,-1.5194865465164185
1150,-1.5476410388946533
1151,-1.30011785030365
1152,-1.4729307889938354
1153,-1.3045921325683594
1154,-1.357970118522644
1155,-1.3692882061004639
1156,-1.6334575414657593
1157,-1.3568611145019531
1158,-1.4175786972045898
1159,-1.4373993873596191
1160,-1.6943233013153076
1161,-1.3608949184417725
1162,-1.4825694561004639
1163,-1.5556057691574097
1164,-1.5074944496154785
1165,-1.6596990823745728
1166,-1.4878665208816528
1167,-1.5120081901550293
1168,-1.4177613258361816
1169,-1.6338162422180176
1170,-1.3612009286880493
1171,-1.6523816585540771
1172,-1.4868197441101074
1173,-1.5225533246994019
1174,-1.5775442123413086
1175,-1.3183062076568604
1176,-1.6692211627960205
1177,-1.5245214700698853
1178,-1.4049139022827148
1179,-1.3070281744003296
1180,-1.5924317836761475
1181,-1.5804131031036377
1182,-1.569270372390747
1183,-1.5178370475769043
1184,-1.5413755178451538
1185,-1.6350492238998413
1186,-1.4470793008804321
1187,-1.6700392961502075
1188,-1.4997512102127075
1189,-1.4956120252609253
1190,-1.6019405126571655
1191,-1.5273905992507935
1192,-1.4414664506912231
1193,-1.6316919326782227
1194,-1.5014901161193848
1195,-1.6108276844024658
1196,-1.5427838563919067
1197,-1.5859462022781372
1198,-1.531140923500061
1199,-1.567983865737915
1200,-1.716254472732544
1201,-1.3860268592834473
1202,-1.4851853847503662
1203,-1.5780608654022217
1204,-1.6322342157363892
1205,-1.6409393548965454
1206,-1.447252869606018
1207,-1.677738904953003
1208,-1.58763587474823
1209,-1.6224548816680908
1210,-1.4133999347686768
1211,-1.601331353187561
1212,-1.5938252210617065
1213,-1.5649950504302979
1214,-1.4538477659225464
1215,-1.6097464561462402
1216,-1.5048696994781494
1217,-1.56683349609375
1218,-1.5958861112594604
1219,-1.5423325300216675
1220,-1.6117507219314575
1221,-1.4606066942214966
1222,-1.7021827697753906
1223,-1.5216453075408936
1224,-1.501869797706604
1225,-1.6381901502609253
1226,-1.5669612884521484
1227,-1.7128952741622925
1228,-1.8214874267578125
1229,-1.474484920501709
1230,-1.7112553119659424
1231,-1.8421926498413086
1232,-1.7289880514144897
1233,-1.5255539417266846
1234,-1.7210525274276733
