,obj_x,obj_y,start_push_x,start_push_y,end_push_x,end_push_y
0,0.6548929810523987,0.16926200687885284,0.7096250057220459,0.14467699825763702,0.5811499953269958,0.2023880034685135
1,0.4265480041503906,-0.12399200350046158,0.4115400016307831,-0.06589899957180023,0.4451110064983368,-0.19584999978542328
2,0.5215910077095032,-0.03636600077152252,0.5192019939422607,0.023585999384522438,0.5250200033187866,-0.12237799912691116
3,0.6041709780693054,0.1392119973897934,0.5452889800071716,0.15074199438095093,0.6723520159721375,0.1258620023727417
4,0.6357750296592712,0.2629050016403198,0.5811399817466736,0.23810400068759918,0.7154309749603271,0.2990649938583374
5,0.5083249807357788,0.09377600252628326,0.4900659918785095,0.036621998995542526,0.5365089774131775,0.18199600279331207
6,0.5474230051040649,0.1781570017337799,0.6070460081100464,0.18487100303173065,0.48521101474761963,0.17115099728107452
7,0.6425420045852661,-0.08590299636125565,0.6977580189704895,-0.10937999933958054,0.5867409706115723,-0.062178000807762146
8,0.6139230132102966,-0.028047999367117882,0.6718800067901611,-0.012524000369012356,0.549452006816864,-0.04531500115990639
9,0.5394229888916016,0.09155800193548203,0.5790899991989136,0.13657400012016296,0.4761269986629486,0.01972699910402298
