,obj_x,obj_y,start_push_x_1,start_push_y_1,end_push_x_1,end_push_y_1,start_push_x_2,start_push_y_2,end_push_x_2,end_push_y_2
0,0.6,0.0,0.60306570739078,-0.059921627466167145,0.5948904876820333,0.09986937911027859,0.6005202442727524,0.08389621517975737,0.5923450245640057,0.2436872217562031
1,0.6,0.0,0.5947928973846783,-0.05977362363412068,0.6086785043588694,0.09962270605686781,0.5903970326860831,0.08267141658113925,0.6042826396602742,0.24206774627212774
2,0.6,0.0,0.6040185484504416,0.05986527598158596,0.593302419249264,-0.09977545996930995,0.5903183813725396,-0.07907306339728053,0.579602252171362,-0.23871379934817644
3,0.6,0.0,0.6031902212634214,-0.05991512737439864,0.5946829645609643,0.09985854562399775,0.5936679937173591,0.07714046862266355,0.585160737014902,0.23691414162105995
4,0.6,0.0,0.6281884395266316,-0.05296613896682891,0.5530192674556139,0.08827689827804819,0.5858051736208783,0.08281103141481677,0.5106360015498606,0.22405406865969388
5,0.6,0.0,0.582778019428024,-0.05747524149734806,0.6287033009532933,0.09579206916224678,0.6129721621557414,0.08787505856013342,0.6588974436810107,0.24114236921972826
6,0.6,0.0,0.5760063052789691,0.054993659758502844,0.6399894912017181,-0.09165609959750476,0.5821533970204329,-0.0431287208964654,0.6461365829431819,-0.18977848025247301
7,0.6,0.0,0.5742435529477281,-0.05419045520424711,0.6429274117537865,0.09031742534041186,0.5864020865965154,0.051218575224503786,0.6550859454025738,0.19572645576916275
8,0.6,0.0,0.622869803230502,-0.05547046151059244,0.5618836612824966,0.09245076918432074,0.579772536780098,0.0822799619306203,0.5187863948320925,0.23020119262553349
9,0.6,0.0,0.5705662582189733,-0.05228436520383362,0.649056236301711,0.08714060867305605,0.5912001034728243,0.05924913479067572,0.669690081555562,0.1986741086675654
