,obj_x,obj_y,start_push_x,start_push_y,end_push_x,end_push_y
0,0.5277029871940613,-0.18389299511909485,0.5593089201621196,-0.23489363238196245,0.48368127098486946,-0.112857737835506
1,0.4187740087509155,-0.06753700226545334,0.3708260269221211,-0.10360625563373911,0.4798466504121367,-0.02159461841675036
2,0.45200300216674805,-0.05977199971675873,0.4886348956117204,-0.012252483908659503,0.40835824725076814,-0.11638871881390314
3,0.6358420252799988,0.132191002368927,0.6600269002996291,0.18710085412874206,0.6078907277993637,0.06872978539301107
4,0.4659520089626312,0.14290200173854828,0.44916947126829254,0.20050709203912936,0.486988346563197,0.0706959892066723
5,0.6037129759788513,-0.00965800043195486,0.6234770157851849,-0.066309414629075,0.5765186570933961,0.06829147943575901
6,0.5867930054664612,0.08735500276088715,0.6010092309191324,0.02906350309001899,0.5694746838662915,0.15836618229072438
7,0.7496610283851624,0.0760829970240593,0.8077139222690792,0.09124418140070625,0.6638326101183374,0.05366791334707122
8,0.7346810102462769,0.1940069943666458,0.7549250974522447,0.13752534306998868,0.7060496068509335,0.2738895263008584
9,0.5735809803009033,-0.06426099687814713,0.5296398065707292,-0.023405480099936482,0.6381775835709886,-0.12432146829209378
